5000 10000
1 3017 4321
0 3796 2169
0 4124 684
0 3272 3316
1 1328 196
1 2240 3246
0 506 2766
0 1470 2360
1 1717 4385
0 3507 2226
0 3327 873
1 3731 954
0 625 1862
1 2357 130
0 4324 518
0 2475 123
1 495 4981
0 2912 1772
1 2554 4925
0 2807 4276
1 3245 1493
0 4440 3386
0 2871 4719
1 4642 4118
0 821 3199
0 675 497
0 3551 3469
0 107 3412
1 2760 4370
1 4368 2073
0 1884 766
0 9 1006
0 362 2592
0 3615 4416
0 2278 3606
1 3951 2629
0 3546 451
0 5 4149
0 3943 3962
0 3831 2982
0 2804 1300
0 2672 2938
0 1881 2680
1 710 3919
0 1877 3227
0 2048 4537
0 2733 1389
0 4626 3112
0 890 3682
0 3215 4915
0 4523 56
1 2317 4032
1 2408 1316
0 1050 1028
0 881 1313
0 182 4372
0 3626 3071
0 1942 4763
1 1655 222
1 3106 4146
1 3689 1999
0 3091 4468
1 3587 2282
1 588 268
0 2398 537
1 950 4880
0 3937 4307
0 1025 728
1 419 4606
0 4460 2763
0 1510 2403
0 1687 2780
1 1781 2435
1 1299 1125
1 2330 104
0 2148 1332
0 4557 2299
0 600 3929
0 1443 4004
0 2504 3786
1 4454 2580
0 322 3887
0 928 1191
0 4329 3579
0 348 3399
0 495 4584
0 23 3333
0 3084 2978
0 1333 4930
0 451 2024
0 445 3141
0 4501 1761
0 451 4850
0 164 3446
0 4630 626
0 100 2433
0 1669 3488
0 3668 2130
0 1151 4023
0 4409 1520
0 2934 1674
0 1716 4110
0 3828 2501
0 1688 276
0 3991 1402
1 1663 2541
1 3092 1449
0 2792 4309
0 2263 4327
1 3532 2494
0 4830 1298
1 1673 2793
1 4461 371
0 1176 1711
0 2947 4101
1 4766 1561
0 755 2643
0 2548 4109
0 3886 2225
0 2546 3553
1 908 4937
0 1606 3098
1 3763 3038
0 1374 1271
0 1574 2448
0 2520 2503
1 2941 251
0 265 4925
0 1428 1625
0 4091 3110
0 1641 3803
0 831 2492
0 443 2765
1 2546 3553
0 4768 1093
1 561 147
0 78 510
1 1073 659
0 2825 4187
0 4900 1825
1 2022 4102
1 3639 2236
0 3624 3423
1 3394 3275
0 4348 3602
0 4927 2595
0 882 368
1 3608 1391
1 1371 4874
1 3257 303
1 3009 711
0 3885 2026
0 2590 4766
0 1659 2884
0 4780 4997
0 622 764
0 3606 2505
1 3828 2501
1 2040 3147
0 3075 3478
1 3831 2982
1 3699 3167
0 4425 4885
0 3694 2132
1 3643 4602
0 2204 1123
0 2455 2647
0 4684 2818
0 3847 4786
0 2220 3182
0 4104 1666
1 3698 985
0 4123 1796
0 3392 4662
0 3731 1055
0 751 2288
1 2900 226
0 265 3024
0 2456 3847
1 2145 1883
1 1634 3403
0 2359 3582
1 3388 35
0 2865 4422
0 1256 1796
0 3520 212
0 26 2738
0 942 263
0 1567 2285
1 1731 168
1 2284 1765
0 705 271
0 3292 4529
1 164 3446
0 4813 2876
0 2639 4861
1 2761 3268
0 363 296
0 4463 3395
0 3343 4741
0 1427 1
0 2866 34
0 882 4655
1 4927 2595
0 2803 2515
0 272 53
0 1680 2939
0 1292 2845
0 2531 3505
0 4953 1729
1 375 2663
1 4463 3825
0 2948 4613
0 794 2740
0 1176 4337
0 2677 583
1 2548 4109
0 3180 4417
1 4429 1921
0 3807 4134
1 2825 4187
0 1733 3662
0 4527 916
0 4178 4571
1 2668 321
1 1235 755
0 4892 2221
0 4997 4632
0 3964 1138
1 1724 2219
1 23 4241
0 1528 529
1 1469 478
0 3684 85
0 3423 4138
0 3367 2493
1 1860 15
0 4215 4473
0 4767 1696
0 3041 3552
1 1138 2010
1 2019 905
0 4626 740
0 874 4782
0 1431 159
0 3362 3892
0 1140 4545
0 3264 1630
0 2214 4532
1 4685 18
0 2014 2701
0 1864 2393
0 2249 4170
0 3730 317
1 2141 3682
1 3240 4935
0 2850 393
1 4 1570
1 2615 4262
0 2219 3874
1 4523 844
1 4971 2771
0 1162 37
0 3019 1279
1 1842 1665
0 1227 3686
0 3904 850
0 989 4099
0 2237 2219
0 3637 2730
0 274 2527
0 3960 3824
0 640 3071
0 2290 879
0 1997 4511
0 4479 2518
0 2546 3298
0 2832 1412
0 1747 785
0 2102 660
0 792 4813
0 1993 2057
0 24 770
0 663 1388
0 1086 4085
0 2596 2386
0 4064 2005
0 4896 2269
1 766 1414
0 4150 1662
0 549 909
1 3091 4468
1 751 2288
0 3515 4997
0 3441 311
0 2085 4806
1 1890 1661
0 444 1349
0 3444 1451
0 2151 3090
0 3331 2356
0 2811 3552
1 2939 4820
0 3910 2836
1 3874 2451
0 3375 1419
0 3023 2012
1 3172 2003
0 1958 3935
0 1237 4728
0 3086 4047
0 2723 3429
0 2178 3599
0 646 4996
0 400 1419
0 3883 1343
1 2626 786
1 2003 2096
0 152 2729
1 3327 873
0 888 1032
0 1579 3026
0 4686 1152
0 3171 579
1 625 1862
0 2843 656
0 2569 842
0 2305 3213
0 3465 984
0 1148 4745
1 4324 518
0 2980 2868
0 891 1230
0 2421 3906
1 2733 1389
0 31 263
1 881 1313
0 4041 3710
1 1933 540
0 831 3179
1 3270 4567
0 1109 2286
0 146 1195
0 4183 1516
0 381 348
0 3009 4318
0 4479 3612
0 854 3478
1 4830 1298
1 4884 849
0 821 3429
0 2535 807
0 158 1378
0 2655 4072
0 2387 358
1 2871 103
0 313 4342
1 435 2910
1 3367 2493
1 949 3641
0 719 3187
0 429 194
0 448 4927
0 2264 1346
0 3804 3821
1 2359 3582
0 4118 3007
0 3136 459
1 4329 3579
1 2195 2108
0 3848 3920
1 4670 4981
0 2448 1178
1 2953 1621
0 920 4005
0 1635 3032
0 4082 2787
0 3420 639
1 3754 4934
1 4476 4886
0 2519 3604
1 3465 3849
1 792 164
1 924 1974
1 1577 4203
0 2725 3390
1 1996 3396
0 1916 2408
0 4132 3620
1 1024 4932
1 3694 2132
1 2473 3832
0 2833 1222
0 3669 344
0 1774 705
0 3355 474
1 622 764
0 1339 2091
1 794 2740
0 3072 2085
1 4682 1575
0 1663 4228
0 1725 2109
1 4091 1967
0 3294 4835
0 3510 3435
0 4406 3001
0 4578 2035
0 2305 4771
0 1292 4284
0 4425 4209
0 4416 1690
0 3307 2054
0 13 1502
0 2964 2800
0 503 1750
0 3809 4383
1 1765 3468
0 1510 780
0 564 1
0 1646 3977
0 2950 1980
1 78 3186
0 645 2315
1 2693 2610
1 1374 1271
0 327 3261
0 3530 2571
0 4528 4125
0 4357 39
0 2824 4829
0 4867 3943
0 1880 1263
0 623 4012
1 942 263
0 1056 101
0 513 4252
0 1984 2755
1 3125 771
1 4231 2660
0 3591 1529
1 3362 3892
0 2045 2468
1 2237 2219
1 2569 842
0 3419 1026
0 320 3459
0 790 4963
0 2275 3284
1 76 1790
0 3492 2788
0 4006 1222
0 4350 2981
1 2091 3154
0 3876 807
0 3584 3916
1 840 48
0 1445 4490
0 663 814
0 4189 1815
1 4326 2575
0 61 1655
0 4990 4408
0 4660 4713
0 446 2846
0 795 3241
1 1713 974
1 2778 2777
0 1081 2660
0 4861 408
1 559 4785
1 1430 1567
1 4682 200
0 4139 103
0 1154 3684
0 1862 2
0 1702 812
0 1319 3723
1 2980 2868
0 1886 4438
0 89 3219
0 1682 1031
1 1984 2755
0 2345 4451
0 4706 4866
0 3283 3379
0 3354 2757
0 909 25
1 852 4217
0 903 3393
0 619 4230
0 654 4674
1 3943 3962
0 3980 4495
1 3883 1343
0 1900 2216
0 4725 2538
1 2151 3090
1 4571 4205
0 4313 2959
0 1932 1446
1 4427 4471
0 3883 1484
1 1311 1389
1 2741 4299
0 831 145
0 1722 3034
1 2397 3470
0 3729 1955
1 643 221
0 878 1395
0 4114 3602
1 2742 4010
0 3895 678
0 3585 1812
1 795 3241
0 4319 3242
0 4891 1259
0 543 1095
0 2512 3160
0 3769 2161
1 4990 4408
0 557 2454
0 850 4651
1 4479 3612
1 3530 2571
1 2305 3213
0 3460 2992
0 2624 386
0 1059 4140
0 164 748
1 3040 2904
0 4582 1986
0 161 3627
0 4274 423
1 1133 570
0 4794 616
0 2137 2733
0 2894 4648
0 3035 2384
1 4696 1743
0 2997 1845
0 1236 2397
0 1043 354
1 1774 705
0 4191 2148
1 1346 3862
1 2739 2435
1 1091 3539
0 2207 4690
0 3665 4302
1 2012 2016
0 2997 2074
1 4838 2715
0 4997 3660
0 4370 517
0 3204 3924
0 358 1149
1 1903 627
0 647 3143
0 2596 870
0 1821 2372
0 675 636
1 2264 1346
0 4903 2952
1 4554 4933
0 813 1590
1 487 3439
0 2141 4040
1 1086 4085
0 689 184
1 3488 4430
0 2984 103
1 4132 3620
0 3604 3625
0 2653 4088
0 4246 2182
0 2493 4308
1 4827 332
0 922 3195
1 2951 2087
0 4872 2399
0 3564 2643
0 2569 2236
0 3129 4908
0 63 507
0 614 701
1 3256 4058
0 4740 4125
0 1570 2604
0 4066 4801
0 2886 2952
1 191 478
0 2315 2327
0 4934 4312
0 3094 316
0 3303 198
0 2164 1376
1 2708 3652
0 837 3039
0 4451 1740
0 300 1331
0 3394 4856
1 1889 4449
1 3669 344
0 440 3795
0 4141 3891
0 4698 3751
1 4824 1513
0 4807 449
0 1101 2682
1 1273 3870
0 2879 559
1 4090 3255
0 2494 543
0 1713 2774
0 2292 2555
0 2354 2004
0 1406 4802
0 2548 3202
0 503 4648
0 4022 167
0 4115 2856
1 4332 1670
0 4945 841
1 1886 4438
0 4293 3256
0 4742 1293
0 1848 1340
0 2713 3963
0 563 368
0 4254 1634
0 2598 4969
0 1024 3405
0 650 4937
0 1448 606
1 3037 2488
0 3372 918
0 52 3533
1 4025 4182
1 850 4651
0 1286 399
0 3815 345
0 752 49
1 2161 1096
1 561 2155
1 1825 708
0 3385 28
1 2164 1376
0 3405 1584
0 2437 1324
1 4139 1851
1 1319 3723
0 1354 4281
0 2026 808
0 839 3203
0 1530 1909
0 4105 2240
0 3152 3490
0 1283 1654
0 4527 3983
0 2994 2621
0 4455 873
1 2127 1390
1 3600 1357
0 1215 1578
0 1676 154
0 2678 4742
0 2729 4705
0 2450 687
0 2196 654
0 2231 4431
0 1866 2955
0 3340 1390
1 4698 3751
1 3094 316
1 445 3141
0 1848 1416
0 3535 370
0 2972 4108
0 1076 2255
0 2582 792
0 447 1172
0 4553 3294
1 3768 4349
1 3319 2722
0 4286 4508
0 4280 399
0 2936 2544
0 2642 1810
0 3577 2394
0 3026 4219
0 4582 382
0 1826 1265
1 2963 3395
0 2011 2545
0 1684 4591
0 3941 3771
1 3490 751
0 2901 4257
0 428 861
0 4849 2441
1 1665 158
0 3297 4174
0 2236 1262
0 4658 4292
1 4319 3242
0 3082 905
1 3626 3071
0 1363 1322
0 2640 4819
0 367 4845
0 4613 1901
1 4409 1520
1 3292 4529
0 4368 2466
0 2410 4123
0 2782 2303
1 2325 4245
1 4672 3724
0 600 1588
0 901 3973
0 2429 3509
0 276 2542
0 467 2251
0 2909 2081
1 3690 1391
0 2105 2336
0 3123 4944
0 4821 4915
0 2891 4203
0 3491 284
0 4728 2980
1 4747 4181
0 4592 4833
1 447 1172
0 2940 949
0 3960 4677
0 745 160
1 1702 812
0 1292 4909
1 3566 4777
0 4582 1339
0 4110 4649
1 3204 3924
1 3392 3446
1 2608 587
0 2783 4418
1 3507 2226
0 416 4736
0 4245 4136
1 1848 1416
0 3761 2545
0 3296 3123
0 2157 2119
1 1722 3034
0 42 1694
1 363 296
0 103 1825
0 4219 3082
1 1981 4991
0 1616 3288
0 1091 3555
0 1577 2554
1 3243 1303
0 3906 1735
0 2342 240
1 2540 976
0 4867 1274
0 1438 4285
1 2855 4928
1 839 3375
1 2898 1767
0 3334 4803
0 511 3578
0 925 2620
0 2076 4478
0 1050 2881
0 3556 3313
0 2858 2194
0 1299 1675
0 3097 626
0 3261 1358
1 3419 1026
1 1684 4591
0 1241 2961
0 4955 2447
1 146 1195
0 4811 81
0 1774 2868
1 1256 1796
0 1279 1108
1 2456 3847
1 4676 2992
0 4445 104
1 437 1066
0 1777 1630
1 4725 2538
0 396 1445
0 3990 1824
0 2702 2130
0 1153 3384
0 742 2447
0 231 3060
0 4492 318
1 4313 2959
1 4033 1952
0 904 2372
0 3487 1373
0 967 2583
1 1427 1
0 611 4150
0 4032 3311
0 225 4596
0 391 421
1 930 3930
0 4598 2215
0 3851 4629
0 917 799
0 940 4258
1 444 1349
1 2032 3819
1 1530 1909
0 169 1230
0 4132 2023
1 1529 3698
1 880 731
1 3086 4047
0 134 4220
0 2272 3810
0 190 4014
0 1913 4051
0 40 3974
0 1198 942
0 1123 3800
1 3629 680
0 3623 3442
0 85 519
0 1839 3756
1 1821 2851
1 1912 3916
1 2677 583
0 345 3089
0 2085 1212
0 1789 1994
0 4904 2425
0 3873 2456
1 3133 3205
0 922 4711
0 2985 4213
0 1697 4263
0 2718 3428
0 3921 1138
1 9 1006
0 3073 1595
0 1615 3068
1 1904 3614
1 1029 365
1 4613 1901
1 1959 1680
0 2159 1805
0 2176 985
1 1585 845
0 4853 35
0 4754 3442
1 896 2019
1 2669 4225
0 4741 4
1 4127 2315
0 973 1588
0 3737 4765
1 831 3179
1 1166 2943
0 2591 1243
0 2195 159
0 4601 3978
0 283 1292
0 1955 2547
1 4717 4706
1 1767 1222
0 3442 2420
0 1517 1669
0 3957 2708
0 1023 4851
1 4245 4136
0 2331 1695
0 1071 621
0 1584 4192
1 3577 2394
1 4189 1815
0 4081 4273
0 1255 3971
1 1584 4192
1 3515 4997
0 3150 2553
0 196 3700
1 4364 29
0 3177 1726
0 364 604
0 3066 3155
1 3577 2101
0 2855 3253
0 2917 1300
0 336 1648
1 3558 2732
0 2490 135
0 1319 441
1 1547 3928
0 3646 990
0 2440 4100
1 364 604
1 1538 36
0 755 4599
0 2121 1328
0 254 745
0 114 741
0 1914 4248
0 4959 1993
0 1969 990
0 4528 3147
0 2633 244
0 208 67
1 3906 1735
0 142 1313
1 4684 2818
1 848 4414
0 2514 4439
0 4995 4085
0 1704 1991
0 1585 4745
0 2151 3490
0 3425 4737
1 3296 3123
1 1932 4460
0 4345 247
0 1422 909
0 3810 210
0 2370 1371
0 1725 2656
1 2533 3442
0 1158 2906
1 1516 594
0 4275 3542
0 8 1434
0 547 3393
0 3391 918
0 3727 2755
1 3990 1824
0 3220 4530
0 102 4655
1 2065 560
1 3848 3920
0 4863 1933
0 2901 3752
0 884 3853
1 650 4937
1 2347 2634
1 1158 1673
0 2133 3538
1 3957 2708
0 1659 4339
0 1348 452
1 2879 559
0 853 2793
1 2440 4852
0 1273 3684
0 2081 1392
0 1252 1368
1 3500 2725
0 1125 3223
0 4985 2538
0 2888 3991
0 969 3884
0 710 799
0 4230 3792
1 4270 2113
0 4034 3106
0 4230 4585
1 3037 620
0 2164 600
1 107 3412
0 1244 541
0 2221 4887
0 1687 3863
0 4299 2697
0 1202 3901
0 4781 1682
0 2362 4354
0 2531 710
0 4232 1892
1 151 2970
0 4025 4306
0 4704 139
0 3427 2910
0 3225 3379
0 1984 447
1 3434 3962
1 831 2492
0 25 3980
1 734 2785
0 904 4695
0 581 1122
0 4932 2460
0 1993 1187
0 1219 3648
0 2642 3557
0 2436 1833
0 3508 4857
0 4588 974
0 219 2931
1 440 3795
1 4437 2267
0 4787 3303
1 710 799
0 4235 3148
0 937 602
0 1049 3098
0 2846 2660
0 222 990
0 1740 355
1 1249 3153
0 3336 4089
1 4563 2053
1 2210 406
0 3810 3962
0 3571 3802
0 2537 1046
1 1529 2651
0 2186 3897
1 4891 1259
1 203 2552
0 2745 449
0 2621 3561
1 4260 2004
0 3130 3515
0 2149 4117
0 1963 3015
0 2555 661
0 3761 3046
1 4683 2291
1 77 1302
0 1009 3824
0 1227 4021
0 4927 2964
0 3101 4070
1 3706 4175
0 4859 286
1 4357 39
0 1209 709
0 3015 1692
0 2648 213
1 2636 3379
0 3736 2379
1 2832 3062
0 32 4710
0 2091 4078
0 1366 4363
0 4229 191
0 862 4501
1 2156 2564
0 4047 3584
1 1680 3823
0 2256 2022
0 3413 1362
1 4396 1853
1 1076 2255
1 732 1036
0 513 3231
0 353 1777
0 1811 4322
0 1628 3404
0 3402 3772
0 3876 2579
0 2166 1126
0 3736 589
0 937 4076
0 196 1788
0 494 2571
0 534 3615
1 1301 1383
0 2782 279
0 504 1123
0 236 1565
1 2457 1961
0 1604 1742
0 2579 290
1 3640 2420
1 980 1456
0 3270 1399
0 3668 1746
0 3511 749
0 2054 2328
1 2308 935
0 2592 3650
0 4424 1034
1 3377 200
1 31 263
1 3790 3589
0 405 527
0 940 4218
0 883 3108
1 1564 829
1 1965 1657
1 2392 283
0 969 1166
0 1753 1772
1 1674 1382
0 724 2410
0 1999 2475
0 454 4775
0 1067 709
1 564 1
0 4595 3609
0 2639 1041
0 2439 3364
1 2950 1980
0 3859 2179
0 4680 809
1 4368 2466
0 938 2242
1 689 184
0 4332 2478
0 4539 3458
0 417 4193
1 4660 4713
0 936 3202
0 3449 969
0 1259 2889
1 4460 2763
0 644 2603
0 4684 2792
0 4488 1440
1 222 990
0 1100 1752
0 2747 1822
0 4459 1075
1 3287 1452
0 2480 4535
0 2508 2251
0 2433 3029
0 3305 3992
0 3116 4973
0 3374 248
0 950 4578
1 2838 1
0 3457 851
0 4694 3658
0 1101 2867
1 934 2769
0 3288 972
0 3175 159
0 679 1317
0 2551 1146
0 1161 534
0 3997 1739
0 1945 3848
0 4367 4526
0 1831 1779
0 3650 3853
1 2012 262
0 2589 4198
1 967 2583
0 1532 1730
1 1743 4813
0 4843 919
0 2477 1276
0 1169 1026
0 3927 255
0 196 1175
0 3149 4373
1 4932 2460
1 2002 4588
0 3598 3885
0 3728 4681
0 1941 1158
0 589 3183
0 211 1013
0 3865 1924
0 1589 1821
0 1039 2608
0 4698 962
1 882 4655
0 257 2596
1 350 2390
1 2199 1321
0 2788 616
0 1912 281
0 1892 2881
0 1907 3009
0 2117 4951
1 1288 350
0 551 3891
1 4385 4710
1 4492 318
0 953 2760
1 3535 370
0 4892 573
0 4861 457
1 4545 1575
0 4132 4813
1 2278 3606
0 4489 2094
0 3565 3482
0 244 4619
1 1279 1108
1 2045 2468
0 4708 269
0 2169 1900
1 1153 3384
0 2641 4069
0 2913 4507
1 1568 3642
0 4184 2123
1 676 264
0 3889 90
0 2404 3727
0 2295 4073
0 4785 2675
0 2693 3117
0 1531 4842
1 134 4220
1 2421 3906
0 3890 4796
0 3480 1408
0 1378 4866
0 1463 557
0 885 3137
0 2947 3422
0 2859 2950
0 1167 866
0 1342 3430
0 1276 3989
0 1885 2858
0 2223 4513
0 3463 3641
0 63 4455
0 4636 4174
0 3978 1927
0 4110 4818
0 938 3307
0 1272 4064
0 4426 3239
1 3847 4786
0 2127 2990
0 1954 2187
0 3457 3019
1 3090 4112
0 1020 364
1 3177 1726
1 3175 159
0 3753 2232
0 1378 4477
1 542 1374
1 4183 1516
0 3082 4342
0 2009 2095
0 1579 3399
1 1958 4684
0 1301 837
1 1162 1117
1 110 3785
0 4024 736
1 4601 3978
0 3386 2805
0 4362 1342
0 987 391
0 548 3513
1 2102 660
0 3945 4581
0 290 1921
0 1914 1535
0 2098 4971
1 2729 1536
0 482 1680
0 1159 1314
0 1848 2563
1 700 3583
0 481 2853
0 455 4654
0 3091 4584
1 2582 792
1 3123 4944
1 2845 3529
0 1607 750
0 1486 2128
1 4410 4182
0 1572 646
0 2014 2318
0 4745 1269
0 4781 3265
0 92 4635
1 883 3108
0 4734 4974
1 2992 3004
1 1488 1052
0 1845 4863
1 3272 3316
0 4215 3637
1 3643 2097
0 1786 638
1 2508 2251
0 105 4676
0 1645 1981
0 224 4121
0 4236 2673
0 3670 2345
1 3889 90
0 1851 1769
1 845 458
0 1203 925
1 2484 686
1 1826 1265
0 961 2903
0 2977 971
0 4573 4464
0 4764 3392
0 1208 886
0 1567 2521
0 1423 3462
0 4949 4700
0 3848 894
0 4394 1771
0 3777 3323
0 2715 2387
0 1487 2290
1 3731 1055
0 3521 1818
1 1543 1761
1 2298 3392
0 2656 342
1 2596 2386
0 4006 4233
1 4280 399
0 3806 1344
1 4639 881
0 2610 1428
0 705 4109
1 3356 2581
0 4125 1643
0 3636 1523
0 2849 3670
0 1682 4614
0 1320 1720
1 1616 2677
0 2869 1117
0 2682 2853
1 272 53
0 4786 3130
0 2892 1008
1 4557 1044
0 1212 4498
0 2026 2990
0 1809 2915
0 257 4847
0 4394 2489
0 334 4849
0 4891 4731
1 2559 597
1 135 4443
0 1559 631
0 2316 1259
0 876 883
0 3996 997
0 2275 830
0 2451 3167
1 1634 971
1 2300 3638
1 1256 2015
0 3944 846
1 3715 104
1 2747 1822
0 3513 1727
0 4286 448
0 4490 3161
0 4839 119
0 3323 1728
0 2139 4579
0 1049 3583
0 4462 542
0 2360 2207
1 4887 2790
1 2398 537
0 370 951
1 1945 3848
0 3775 123
0 189 1861
1 2451 3167
0 3972 2287
0 3426 4226
0 1507 1741
1 1467 577
0 2786 1960
1 1439 199
0 922 4998
1 345 3089
0 3591 3609
0 132 3134
0 4036 1835
0 3327 1858
0 4583 954
0 2532 631
1 862 4501
0 2664 680
0 3882 1713
0 1058 4815
0 2208 2389
0 1620 1285
0 816 4550
1 2048 4537
0 1744 4028
0 1829 1835
0 1707 2147
0 680 3254
0 4670 3954
1 2707 3335
1 4527 916
0 512 1127
1 81 4939
1 2339 2955
0 3029 2213
0 2943 2780
0 569 1331
0 2841 2098
0 4560 3475
1 3922 2801
1 443 2765
1 2591 1243
0 890 4211
0 782 719
0 3536 461
0 499 1256
1 3825 1080
1 1831 4677
1 3968 112
0 4511 4209
1 3015 374
0 4994 3182
1 2072 1195
1 3402 3772
0 4664 1788
1 2231 4210
1 3886 2225
0 3238 977
0 3064 2173
0 1735 3262
0 4692 494
0 263 852
0 718 2305
0 91 3961
0 2691 4125
0 1120 4961
0 3067 225
0 228 4559
1 606 1818
0 4212 2621
1 1428 1625
0 398 588
0 1815 2550
1 4394 1771
0 4513 1155
1 2888 3991
0 2390 3955
1 2404 3727
1 547 3393
1 2894 1895
1 1958 3935
0 3172 4533
0 4226 3476
0 3015 4497
0 1567 1833
0 622 1765
0 4381 4321
1 4594 821
0 1223 1880
0 3455 2069
1 1242 2950
0 2417 1576
0 149 3040
1 1428 3921
0 80 480
1 758 4865
0 688 4
0 563 4120
0 544 1650
1 1292 4284
0 3389 3967
1 18 1802
0 2667 2192
1 2842 4626
1 1821 2372
0 1296 2018
0 2568 1987
1 320 3459
0 1310 1192
0 3277 4952
0 3818 4313
1 581 1122
0 4408 633
1 3457 3019
0 4082 3610
0 2784 4356
1 3124 2883
1 1022 2638
0 4044 1343
1 1877 3227
0 1668 4188
0 4067 604
0 2597 4146
0 3121 4147
0 4036 3159
1 1854 3511
0 4178 4274
1 4313 3692
0 1985 4130
0 4018 4837
0 1920 2347
0 2770 3380
1 390 4291
0 2106 197
0 266 2814
0 689 138
0 2632 2158
0 755 1921
0 4226 4556
0 2745 4835
0 736 2614
0 1318 3702
1 2940 949
1 30 3985
0 684 1724
0 1736 2419
1 2579 290
0 2782 1066
0 4265 575
0 140 3804
0 1925 164
0 281 3785
0 4468 4776
0 4306 2502
0 4495 1449
1 4044 1343
1 2848 4682
0 1130 4249
0 3555 3998
0 770 3003
0 3547 295
0 1336 2902
0 557 3191
1 4114 3602
0 4330 1067
0 3468 886
0 246 2570
0 1729 4374
1 2178 3599
0 4737 3364
0 4935 2719
0 2772 3074
0 2923 492
0 1654 1259
0 151 594
0 2177 4776
1 4124 684
0 4681 2153
0 4217 2801
0 3975 367
0 3919 1633
0 3485 2880
0 560 2338
0 605 145
0 873 1907
0 941 2938
0 4069 238
0 3254 1453
0 792 2350
0 4778 3328
0 7 1512
1 4900 1825
0 883 782
0 1542 4901
0 535 3182
1 2955 1395
0 1876 2072
1 4679 4000
1 1585 4745
1 1283 1654
1 4734 4974
0 1338 4951
0 3415 3207
0 3694 4721
0 1895 789
1 705 4109
0 4990 2267
1 3221 1564
0 3165 1314
0 3266 3673
0 1536 3946
0 203 2614
0 2774 4882
0 1163 3565
0 1306 2835
0 1982 3275
0 1086 3991
0 3215 3137
1 3831 2749
0 690 4269
0 4142 4514
0 3412 207
0 4268 2366
0 4193 3772
0 3354 3532
0 932 2374
0 3735 55
1 4691 3217
0 90 414
0 2497 1972
0 1905 242
0 2603 1375
0 187 1338
0 2841 2882
0 1432 4083
0 922 4457
1 2998 2927
0 831 4662
0 3447 4504
0 1488 2036
0 430 919
0 258 2466
0 4969 3097
1 1747 785
0 1454 3930
1 3708 2472
1 1777 1630
1 2164 2346
0 4973 2104
0 1315 1808
0 3937 3897
0 470 416
1 1422 909
0 3559 4230
0 1180 439
1 2496 4688
1 4708 269
1 90 414
0 3309 810
0 2399 3221
1 4888 4129
1 4896 2269
0 3093 1922
1 3449 969
0 2990 2750
0 505 1461
1 1225 1018
0 4007 824
0 2007 746
0 1466 4860
0 4567 155
0 281 1099
0 4383 4429
0 1678 4539
0 12 3805
1 3945 1581
1 557 2454
0 3482 1966
0 4242 1087
1 518 1159
0 661 690
0 4307 4322
0 1611 1128
0 627 1864
1 3464 55
0 1193 648
0 1641 2543
0 3489 2834
1 2591 4882
0 4827 1045
0 394 3934
1 2772 3074
0 2649 2245
1 4370 517
0 11 436
0 1417 2248
1 3492 2788
0 3579 1840
0 4515 3627
0 2178 2704
0 3743 2043
1 772 4559
0 4711 1531
0 1266 2982
0 1360 1465
0 467 590
1 426 3855
0 1165 3532
0 3099 1964
0 1288 657
0 1933 4288
1 3470 4044
1 3354 2757
1 1169 1026
0 3546 4637
0 4652 1587
0 3538 2186
0 3898 4809
0 2598 4297
0 1791 301
1 3784 4573
0 3223 17
1 4567 155
0 3356 1425
1 356 1940
0 1756 4751
0 3506 3128
0 4642 4230
1 2370 1371
0 840 969
0 4297 4504
0 2011 1443
0 460 3510
0 3818 3526
0 2463 1004
0 1820 2863
1 2497 1972
1 895 358
0 4978 1411
1 2855 3253
0 4944 86
0 2438 2537
0 4280 2027
0 4728 2171
0 2901 4335
1 2925 4781
0 3395 4955
0 3217 2051
1 4668 3133
1 172 441
1 1615 3068
0 1069 2751
0 2711 2331
0 167 955
0 4230 670
1 1999 2475
0 125 5000
0 4383 3027
0 513 2158
0 3483 1921
1 377 3136
0 1402 2983
0 1508 4936
0 4071 3939
0 1255 2110
0 816 4456
0 3362 4313
0 2867 3878
1 4383 4429
0 2906 1789
0 3921 3896
1 2517 2602
0 392 957
1 1252 1368
0 112 443
0 3879 4937
1 4034 3106
1 2745 4835
0 466 159
1 513 3231
1 4260 4477
0 610 1725
0 629 3031
1 938 2242
0 2957 1125
0 827 1001
0 3168 282
0 4600 404
1 4126 186
1 4093 1886
0 2013 176
1 254 745
1 2804 1300
0 899 2081
1 1753 1772
1 3172 698
0 231 1225
0 3381 4386
0 2184 4308
0 1439 2601
1 3937 4307
0 2080 4838
0 671 2671
0 3756 3544
0 2004 45
1 4375 1554
0 4328 3533
0 748 695
0 2485 2692
0 2237 4038
1 1611 1128
0 1719 699
0 4000 2706
0 3584 2271
0 2769 3251
1 4254 1634
0 904 2216
1 3331 2356
0 1839 3188
1 3949 1477
0 2167 3014
0 3453 4029
0 4813 3540
1 4299 2697
1 3381 4386
0 4136 2917
1 3392 714
0 4758 2282
1 2672 2938
0 3644 38
0 315 608
1 1378 4866
1 2916 4596
1 770 3003
0 1038 4880
0 3355 449
0 3161 2209
1 3425 4737
0 4644 465
1 52 3533
0 4268 311
1 2891 3857
1 2886 2952
0 4380 905
0 2020 3126
1 3108 965
0 2134 1073
0 2900 3035
0 3683 1665
0 1468 545
0 3865 1499
0 506 4494
1 3443 2266
0 2333 3338
0 4577 2577
0 1417 4178
0 3622 559
0 4822 4027
0 2190 1297
