3000 6000
0 2311 648
0 2048 2381
0 722 2515
0 2002 994
1 1641 1821
1 571 2218
1 405 479
0 161 1291
0 1793 2184
1 1975 2464
1 1123 2899
1 2311 1151
0 231 1599
1 415 2580
0 1870 2797
0 2352 2925
1 1356 394
0 1497 1867
1 144 1651
1 2463 2580
0 388 1807
0 2184 1141
0 948 2503
0 2166 1949
0 2009 1593
0 39 2822
1 2686 1144
0 2358 1076
1 2867 2549
0 684 757
0 453 408
1 2004 2658
0 682 1950
1 2379 1090
0 2891 258
0 704 2510
0 1302 267
1 1995 92
0 2296 2773
0 2645 1986
1 1523 398
1 828 2242
0 914 842
0 372 2385
0 601 2151
0 2258 653
0 823 1979
1 1720 899
0 12 2047
0 457 1146
0 1775 1464
1 1340 2754
0 2483 144
0 157 2059
0 981 2186
0 2887 2392
0 2520 484
0 2418 1220
1 374 584
1 103 2186
0 594 388
0 766 966
1 2918 1616
0 2362 1690
0 2209 2230
0 1204 2185
0 1240 2564
0 458 98
0 1363 2442
1 2065 143
1 458 98
1 437 2484
0 2354 2054
1 1115 993
0 557 610
0 1257 1662
1 1168 2186
0 1174 353
1 395 2430
0 1338 2650
0 2928 1716
0 1547 1915
1 2144 2991
0 2699 2252
0 1273 1545
0 1026 929
1 2117 2501
1 2837 2653
0 2078 1217
0 2295 1924
0 2489 2923
1 1118 637
0 2027 2145
1 2391 719
0 2458 461
0 909 1271
0 2291 2975
0 1457 1834
1 40 2503
0 199 2754
0 844 1617
0 1123 249
1 466 2933
1 2611 938
0 2500 2809
0 1864 4
0 192 2467
1 200 357
0 1385 559
1 372 2385
0 2889 919
0 979 1046
0 2082 528
1 895 2113
0 1176 1837
0 718 806
1 1589 2227
1 584 66
0 1967 1954
0 1400 2510
1 2788 232
0 321 1625
0 2821 2029
1 965 1489
1 2158 2258
1 2091 698
0 590 2524
1 979 1046
0 2146 833
0 1944 188
0 2539 1579
0 2965 911
0 2773 1200
0 2429 2642
0 2237 418
1 2445 147
1 1547 178
1 256 2144
0 2756 2646
1 2435 963
0 2890 71
0 496 1951
0 1785 2112
1 880 1417
1 948 2503
0 2463 1309
0 2775 1399
0 1788 1922
0 2383 966
0 2203 2110
0 2676 2349
0 812 324
0 1841 948
0 513 2160
0 2856 2478
0 1754 1625
1 2385 1626
0 2448 622
0 929 1954
1 2311 648
0 881 2278
0 2566 1312
0 1341 57
0 2228 2041
0 1689 2231
1 1106 1172
0 234 2436
1 10 2
0 1079 412
1 2258 653
0 138 2997
0 1255 488
0 2143 1307
1 2228 2873
1 893 1117
0 511 72
1 1273 1438
1 765 435
0 157 688
0 2325 1346
1 1515 1608
0 1593 2555
1 209 778
0 2821 2727
1 469 732
1 576 1614
1 2860 1785
0 2572 424
0 295 1216
0 2339 856
0 1350 2845
0 2899 1553
0 704 2957
0 1154 43
1 1132 2061
0 207 2194
1 1720 665
0 1385 1291
0 240 2440
0 733 711
0 2519 2610
0 751 719
0 373 1457
0 2117 1903
0 1127 1834
1 19 66
1 1733 2144
0 876 2607
0 1594 505
1 1491 1015
1 2318 2743
1 714 840
0 1124 800
0 1723 1659
0 2047 2658
1 1163 2769
1 2902 365
0 1967 1154
0 42 2899
0 2054 1166
1 1479 225
0 2676 527
1 478 2377
1 343 2024
0 1819 1417
0 2075 727
0 1465 2992
1 1685 1032
0 26 864
0 567 1228
0 1231 1964
0 787 1629
1 1720 2926
0 283 2001
1 1353 2891
0 1374 318
0 579 1465
1 1396 617
0 980 1214
0 1653 2427
0 2940 1559
1 2117 1903
1 2790 2513
0 2283 749
0 2890 16
0 1861 2737
0 2833 1741
1 363 595
1 2302 2054
0 547 2145
0 1288 2907
0 1786 1095
1 310 1150
1 1406 748
0 1134 2300
0 2574 2359
0 2073 619
0 2407 594
0 381 1458
1 1465 2992
1 1537 761
1 2186 1677
0 2376 2484
0 1767 2084
0 1938 318
1 2225 1291
0 1695 2714
1 1034 2195
0 1286 41
0 1904 629
0 14 1659
1 1730 1003
1 39 2822
1 1580 2610
0 1210 931
1 283 2001
0 179 2810
0 1721 339
0 195 956
1 2614 1963
0 2425 111
1 2132 1380
0 1961 1987
0 1729 2945
1 1935 816
0 2362 2979
0 2446 1425
1 256 187
0 249 1193
0 1441 2414
0 2686 1016
0 940 2252
0 306 100
0 2005 2292
0 1257 701
0 2178 993
0 75 965
0 2487 371
0 536 1981
1 2861 1794
1 2024 2370
0 1295 1797
0 2032 297
1 647 1818
0 75 1164
0 1336 412
0 2435 1869
0 32 139
1 2998 280
0 1040 2475
0 3000 2305
0 483 1770
0 712 344
1 1775 1464
0 2661 1045
0 461 1549
1 1385 559
0 2513 1505
0 644 1536
1 2407 594
0 2431 129
0 565 1551
0 2506 907
1 225 1807
0 1085 898
1 2887 2500
0 1948 444
0 1564 1754
1 564 394
0 244 2340
0 768 2612
0 1995 1535
0 2477 2079
1 2848 2000
1 1257 1662
0 104 956
0 1858 288
0 238 2708
0 2657 2034
0 1647 422
0 2156 1841
1 567 1228
1 2709 903
0 1080 2989
1 244 2340
0 1165 772
0 2919 855
0 2569 1989
0 2017 654
1 1693 2416
0 276 2705
1 1860 1248
0 507 2414
0 2135 62
0 1206 1725
0 2703 2965
0 1710 2230
0 543 1902
0 2762 1917
1 1702 1385
1 2775 1214
0 648 2336
0 2280 2934
1 2435 1869
0 59 26
0 2853 2423
0 1299 2471
0 771 907
0 2217 2491
0 2180 1643
0 1972 57
1 224 792
0 2325 2728
0 1640 2066
0 1691 1951
0 2105 677
1 1768 2357
1 1085 342
1 1648 2369
1 1788 1922
0 272 2261
0 1339 2079
0 98 2178
0 991 2416
0 2145 1022
0 1044 2670
1 2832 2624
1 2509 1469
1 2833 1741
0 1265 905
0 2153 2735
1 798 2521
1 2574 2359
1 2605 1461
1 199 2754
1 1580 2901
0 1772 1559
1 2487 371
0 1561 1351
0 711 82
1 1043 1404
0 113 48
0 1322 627
1 647 2959
1 2143 2217
0 2565 2444
1 1106 2223
0 2778 2983
0 853 180
0 871 2519
0 2891 756
1 146 2938
0 2603 2287
1 1761 2639
0 2314 961
0 379 1318
0 668 2282
0 2262 2974
1 1033 1130
1 1177 333
1 2027 2145
0 1801 2814
1 539 804
1 2756 1974
1 1832 816
1 792 10
0 586 1695
0 1992 2664
0 1590 1552
0 24 172
0 1212 889
0 2495 1704
0 981 2988
0 1034 1528
0 1978 1143
0 2105 2806
0 822 1794
1 2460 2419
0 795 2131
0 2461 2989
0 270 2688
1 1357 2293
0 1381 1276
0 2754 2983
0 678 1253
0 410 126
1 1044 2670
1 150 692
0 2772 2407
0 1548 2171
0 2932 297
1 2312 2787
0 1977 1048
0 193 2452
0 379 1619
0 2737 2249
0 876 1092
0 1103 846
1 2118 2244
0 1947 2850
1 1528 1693
1 1497 1867
0 1734 1843
0 1945 2784
0 2530 2339
0 579 386
0 1419 679
0 1128 1980
0 1710 2028
0 2812 2225
1 2463 1309
0 1442 2300
1 550 422
0 1245 1668
0 1212 677
0 1635 1896
1 2506 907
1 394 1264
0 947 306
0 50 2458
0 2062 149
0 117 2457
1 2211 1802
0 1516 1284
0 1504 2533
0 664 159
1 1796 1327
1 1683 580
0 1400 2822
0 2980 2530
0 476 1039
0 1245 1074
1 333 1957
0 2806 2709
0 1913 2263
0 2775 1906
0 1517 619
0 464 529
1 594 388
1 991 2416
1 812 324
0 1993 2397
0 2464 1848
0 2406 681
0 1044 2482
0 1820 2779
0 2634 1762
0 2586 1781
0 2539 1061
1 1079 1984
1 1904 629
0 2834 1166
0 1335 2204
1 2165 1456
0 1488 2725
1 2659 2011
1 1212 677
0 2316 1158
0 2288 747
0 9 1157
0 406 1444
1 2387 991
1 2586 1781
1 2542 1072
1 1291 2878
1 593 1692
0 2717 880
0 973 2234
0 2106 1650
0 61 2032
0 1429 2486
0 2120 2386
0 929 628
0 2395 1880
1 1350 2845
0 95 2830
0 2786 475
1 1548 2171
1 940 2252
1 622 70
0 2078 941
0 2923 1178
1 2383 966
1 2354 2054
0 872 530
0 1028 2861
0 684 998
0 1764 507
0 1265 2200
1 410 126
0 1174 2267
0 2055 2562
0 344 218
0 654 115
0 265 2236
0 1181 311
0 522 2131
1 1586 156
0 947 2547
1 2120 2386
0 1459 1026
0 1812 2778
0 2130 1671
1 1559 2028
0 499 2095
0 413 1498
0 1107 614
0 2743 553
0 2782 1005
0 1735 1144
1 1897 2021
0 1236 277
1 1335 1868
0 11 2132
1 1072 1081
1 1445 54
0 2900 2226
0 1662 2138
1 766 966
0 703 421
0 2425 1287
0 1424 1295
0 2561 1414
0 341 351
0 1641 2404
1 1711 1228
1 1734 1843
0 1808 2283
1 537 2704
0 731 1374
1 1419 679
1 452 2120
0 183 2982
1 81 1312
1 543 1902
0 1605 1360
0 1076 1632
1 1977 1048
1 980 1214
0 2747 2480
1 2006 2387
0 2410 623
0 615 1394
0 1293 1812
1 1916 898
0 2334 1029
0 2255 1481
0 7 2257
0 409 1742
0 825 1698
1 2481 2403
0 1239 218
0 2482 2058
0 2038 2105
0 2506 754
0 1482 1073
1 1341 57
0 203 1362
0 1436 1384
0 2470 1052
0 2012 1919
1 555 338
0 187 614
1 2216 2597
0 1433 96
1 2936 2164
0 2415 2801
1 457 1146
0 2282 2288
0 908 2974
0 50 511
1 1828 458
0 2264 566
0 900 1527
0 2179 2689
1 1944 188
0 1832 1189
0 2671 917
0 2837 983
1 1195 258
0 2076 1288
0 1578 2166
0 2591 2054
1 648 2336
1 29 309
1 2418 1220
0 691 543
0 1351 2728
1 1279 2230
0 288 2906
1 745 190
0 2383 805
0 54 2755
1 1467 1214
1 1209 751
1 2448 622
0 2384 2862
0 1549 1603
0 118 463
1 183 2982
0 1827 1811
0 2767 509
0 2380 2389
0 2024 2698
1 651 1478
0 2773 2092
0 1839 894
0 1782 2321
0 1006 514
1 1667 2905
0 945 1302
1 1889 1302
1 1904 2949
0 2692 1970
0 660 993
0 1222 1568
0 2361 447
0 372 18
0 2652 657
1 257 1196
1 847 2265
0 2315 962
1 822 197
1 1877 255
0 1013 2226
0 2231 1340
1 2536 2909
1 1273 1172
1 1302 267
0 1398 1910
0 1345 1156
1 1258 1955
0 1367 20
0 635 1060
1 1710 2230
0 1502 1483
0 616 2059
1 929 1954
0 1937 595
1 1619 351
0 2419 1900
1 1317 2889
1 1793 1205
0 1774 670
1 1506 1828
0 534 2436
0 540 576
0 2319 2579
0 2343 78
0 276 1375
0 881 1310
1 649 971
0 592 2915
1 945 1302
0 175 1743
1 501 16
0 1253 236
0 1759 2228
1 1021 1061
0 1436 1804
0 2798 2535
0 593 2372
0 1359 2482
0 2114 2999
1 344 551
0 754 1970
0 2703 1174
1 706 543
0 1340 1557
1 2940 1559
0 2396 1526
1 1406 322
1 409 1742
1 2455 1595
0 227 978
1 1754 1625
0 34 2429
0 2640 2114
1 1014 2947
0 2140 1506
0 1536 2629
0 859 1445
0 2226 286
0 1098 886
0 1770 904
1 2959 407
0 1693 2148
0 92 1990
0 482 2880
1 2449 1419
0 1008 613
0 812 460
0 2570 1533
0 735 2635
0 453 1316
0 403 1663
0 1051 2976
1 2048 2381
0 596 2912
0 1873 2428
1 42 2899
0 1502 2642
1 818 1489
1 1015 482
0 2931 2138
1 1701 1326
0 2692 579
0 2398 986
0 1859 2143
0 2792 2581
0 1271 2696
0 112 599
0 609 1164
1 233 349
0 2497 1579
0 705 1191
0 2558 1028
1 2089 2461
0 2670 2926
0 2466 2766
0 1912 1893
0 2721 1300
0 91 2307
1 1840 2496
0 1610 1849
0 445 1953
0 231 2262
0 1131 272
1 825 1698
0 1986 685
0 940 2684
1 161 1291
1 1725 1786
0 2248 2220
0 2724 1953
0 1831 2767
1 2325 1346
1 2858 2962
0 350 184
0 1728 495
0 2530 2562
1 1257 701
0 1166 1109
0 966 808
0 1354 2305
0 1881 1503
1 1900 319
0 2064 1997
1 1516 1284
1 2741 2278
0 2591 333
1 1026 687
0 725 2950
1 977 1658
0 2986 2542
0 931 622
0 1027 977
1 1511 2563
1 2251 650
0 2263 446
0 299 18
0 1175 1248
0 1137 1534
0 1710 1573
1 1469 2045
0 1256 1821
0 151 3000
0 1996 1972
0 2479 2626
0 1911 1229
1 2362 1690
0 652 1937
0 2095 2773
1 1062 865
1 388 1807
0 183 1588
1 1583 2464
1 2513 1057
0 1699 2467
0 2250 1800
0 1269 189
0 2291 2108
0 536 7
0 770 595
0 2826 1342
1 1253 236
0 2670 2358
1 2149 1877
0 1041 2026
0 124 2911
1 1115 98
0 1622 2909
1 1248 2760
0 1819 2949
0 1803 806
1 2482 2058
1 283 65
0 1340 2143
0 1056 1361
0 2082 626
0 1113 2556
0 1907 2026
1 1495 101
0 1039 1046
0 343 2971
0 43 2978
0 799 532
0 280 1053
0 220 2294
0 2724 309
0 50 2293
0 1914 2528
0 1449 1530
0 448 921
0 2878 96
1 2453 616
0 2558 1919
0 1129 1042
1 615 1394
0 866 752
0 2699 2696
1 2110 651
1 2687 2316
0 2693 2947
0 2583 2901
0 2073 2779
0 339 2286
0 175 659
0 2489 798
1 2076 1288
0 1505 2271
1 1547 1915
0 1510 175
0 122 473
1 2378 2266
1 2819 145
1 110 2641
1 712 344
1 59 26
0 2626 1798
0 232 2992
0 564 1224
0 1954 1472
0 1790 27
0 2280 412
1 1750 2966
0 258 728
0 453 2960
0 737 212
1 950 1388
1 2565 2444
1 2222 1778
1 333 1658
0 1264 711
1 1441 2414
0 2592 643
0 2660 13
1 1243 586
0 1722 2750
1 2947 400
1 1256 2363
1 1530 2886
0 357 2817
1 406 2272
0 727 1475
1 1113 2556
1 2717 763
0 715 1867
0 1861 2211
0 1825 288
0 2 578
0 15 1378
0 607 1786
0 2680 388
0 1451 126
1 1727 1021
0 296 622
1 1738 1266
1 2691 639
1 1785 2112
0 238 142
1 643 2385
1 2395 611
0 2360 1650
1 2919 855
0 1513 281
0 2485 2254
0 599 697
0 2574 1342
0 2906 1072
0 471 1353
0 758 2215
0 2726 524
1 1808 2283
1 966 1074
0 149 56
1 280 1053
1 2358 1688
0 753 1245
0 223 250
0 2202 158
1 1060 623
0 1964 2896
0 345 2221
0 313 1436
1 2908 502
1 2145 2500
1 223 250
1 2890 1711
0 2146 2826
0 2253 2118
0 1888 2825
0 1982 524
1 204 2418
1 758 2215
0 2583 678
0 1701 1472
0 1445 1848
1 2833 825
0 1716 967
1 2347 1240
0 2192 1325
0 2580 1732
0 2672 504
1 430 1812
0 2782 516
0 2804 2565
0 202 413
0 775 1718
1 2218 2784
0 1649 1818
1 1774 706
0 1094 2465
0 609 1025
0 2292 465
0 1988 1366
1 2718 2733
1 2649 976
1 1985 2627
0 700 258
0 2281 1495
1 22 1506
1 1476 166
0 962 2441
0 271 1154
0 2175 116
0 695 2336
1 2032 297
0 2303 717
0 997 1425
0 2799 2619
0 227 1487
0 1994 102
0 2563 2589
0 220 2123
0 1631 2267
0 2138 1571
0 456 2218
0 1839 1700
1 1237 962
0 2317 2019
1 2173 1184
1 453 408
1 1028 2861
0 2934 447
0 1176 2327
0 992 1935
0 2811 2304
1 1858 288
0 1532 2813
1 2578 2941
0 1837 1341
0 265 2759
1 1385 1291
0 1787 2425
1 345 2221
1 1469 1422
0 305 1108
0 2240 1278
0 1180 746
0 24 41
0 2184 1922
0 1538 910
1 113 48
1 1331 2932
1 2091 2182
0 2296 1848
0 826 2852
0 414 624
0 982 1180
0 431 1344
1 2856 2478
1 1713 648
0 528 2747
0 1331 1371
0 156 1902
0 1071 1729
0 173 669
1 1662 2138
0 515 2216
1 1898 337
0 2934 2212
0 466 1187
1 699 1295
1 1538 2913
1 2425 1287
0 332 2927
1 416 747
0 1380 522
1 844 1617
0 1361 651
0 1663 2799
1 788 1990
0 1534 134
0 1083 801
0 2575 1218
1 2195 2998
0 1602 251
0 1871 213
0 2802 1027
1 100 1720
0 2715 1170
0 1780 1448
0 2811 2918
0 1749 155
1 1166 1109
0 1988 1525
1 2175 116
0 2152 1015
1 1288 2907
1 1204 785
0 950 1328
1 1770 2314
1 2774 2860
0 2815 1133
0 1865 1185
0 1929 336
1 1368 1017
0 1757 2476
1 1359 2482
0 2809 2627
0 88 1049
0 1143 526
0 1077 1755
0 89 769
0 1633 2531
0 2561 2515
0 2232 1891
0 11 556
0 946 2151
1 1910 747
0 2154 168
0 444 1431
1 3000 2305
0 2809 165
1 1237 2087
0 2458 955
0 416 608
0 1584 1352
0 298 1437
1 2934 447
0 2629 2928
0 1380 1627
0 2258 784
0 1799 2239
0 1870 374
1 2786 2609
0 1391 1535
0 2116 1528
1 1230 682
1 2696 472
1 1773 2339
1 1076 1632
1 406 1444
0 46 61
0 1157 2131
0 598 1690
1 2834 2278
0 796 1736
0 2350 822
1 2156 1841
0 1244 870
1 598 294
0 1116 770
1 1929 754
0 567 279
1 1339 2079
0 822 2788
0 2999 2563
1 232 2992
0 355 1262
0 2113 255
0 545 2286
1 650 60
1 2763 2502
0 1133 2321
1 2602 945
1 2848 2963
0 1753 2421
1 1939 465
0 1294 1219
0 1462 1548
0 436 2344
0 358 159
0 214 1953
1 2775 1399
1 1561 1351
0 118 561
1 882 2631
0 1308 992
0 1155 2280
0 410 1174
0 42 2803
1 1265 2200
0 132 202
1 227 978
1 648 1873
0 311 686
1 1907 661
0 846 1818
0 2563 300
0 1882 2237
0 1234 1666
0 444 2765
0 1904 2526
0 2066 466
0 625 705
0 2048 2205
1 1096 2489
1 690 1174
0 296 392
0 2567 2709
0 1965 2774
1 321 1625
0 2225 701
1 1868 1849
0 2163 2053
0 1401 2655
1 1137 1534
1 341 351
1 1055 503
1 2479 1010
0 1960 253
1 1424 1295
1 2497 1579
0 1575 662
0 1495 1975
0 1900 699
0 1561 1679
0 438 2031
1 2633 2086
1 1236 2832
1 1393 2152
0 600 2338
0 2842 2200
0 30 2667
0 752 2315
1 1661 978
0 2869 2472
0 2368 1891
1 2315 962
0 2646 1982
0 175 135
0 579 1826
1 881 1310
0 1604 2592
0 474 2027
0 1760 1069
0 1325 1641
1 1331 1371
1 2990 2945
0 821 2720
1 1236 2364
1 1780 1448
0 660 1209
0 1950 2181
0 957 1961
1 1027 977
0 18 1238
0 186 1036
1 2786 475
1 751 719
1 443 2806
0 1031 360
0 999 1428
0 1951 2938
1 1779 520
0 826 2215
1 253 498
0 932 2640
0 1716 2417
1 768 2612
1 2996 629
0 2213 1222
0 301 1285
1 2576 2345
0 283 2844
1 1514 1264
0 1338 1580
1 2179 2689
1 518 1208
1 2928 1716
0 84 2313
1 1839 1700
1 107 2098
0 2868 2679
0 2747 228
0 842 920
0 168 933
1 1006 1218
0 1230 1644
1 417 1569
0 2238 1140
1 1931 371
1 576 311
0 233 203
0 1381 2738
1 1729 2945
1 1790 27
0 2801 2871
1 2842 1749
0 413 2411
0 1292 1091
0 995 2466
0 1842 2057
0 1173 565
0 2303 1968
0 2766 1214
0 349 499
1 218 1102
1 2096 2309
0 2663 2478
1 650 2942
1 2406 681
1 715 1867
0 1714 319
0 2742 856
0 463 2579
1 177 1066
0 693 1277
0 1116 163
1 1914 2528
0 1212 406
0 286 1976
0 2865 1405
0 83 875
0 1267 263
1 1663 2799
0 1404 2285
0 2415 451
1 554 921
1 1103 2753
0 900 121
0 113 1861
0 240 2243
1 2221 795
0 1820 1338
1 1524 1862
0 207 459
0 137 379
0 2215 1377
1 1212 2599
0 2909 1493
1 609 1025
0 952 430
0 2656 2692
1 644 1536
0 653 2115
0 1192 457
0 2634 2010
1 1583 364
0 102 1109
0 2107 2767
0 107 2938
0 426 2444
0 1181 464
0 856 2155
0 181 1098
1 2634 1762
0 2047 2381
0 672 2479
1 1022 1242
1 2209 2230
0 723 184
0 8 2073
1 334 272
1 753 1245
1 2390 786
0 1232 1469
0 1488 660
0 295 2878
0 948 2205
0 2656 1708
0 1900 357
0 804 1863
0 1257 2730
0 181 387
0 1156 104
0 1737 1228
1 562 1171
0 1725 2077
0 553 2194
0 2374 1167
0 1069 24
0 511 1527
0 771 980
0 836 683
0 2328 1868
0 1371 2027
0 2737 2120
1 1127 1834
1 938 2614
0 1800 2933
0 308 305
1 1902 439
1 2226 286
0 2086 853
0 1118 2623
0 461 219
0 1515 1925
0 1096 916
0 119 1542
0 1069 1379
1 1683 2910
0 1624 987
0 1706 855
1 2004 2412
0 75 2821
0 2532 1755
0 2935 709
0 2826 2739
0 2839 1946
0 1568 1754
0 2388 1301
0 2968 2133
0 1957 2330
0 2935 1713
0 2501 1349
0 2366 813
1 682 1950
0 484 2709
1 2052 1702
0 342 2334
1 1633 2531
0 1773 494
0 782 116
0 1403 673
0 2134 410
1 2629 2928
1 240 2243
0 1562 2237
0 1559 1179
0 2312 1812
0 696 2627
1 2138 1571
1 264 1972
0 470 1924
0 487 2374
0 1251 1697
1 1240 2564
0 1655 2152
0 2363 1524
0 1274 2052
1 2296 1848
0 844 2961
0 412 2420
0 1700 888
0 2400 643
1 1691 1951
1 1772 1559
0 2980 1360
0 2204 2174
0 2519 1516
0 1873 2276
0 438 2289
0 247 794
0 1306 1484
0 2644 1876
1 464 529
0 2101 1588
1 330 648
0 664 1534
0 1902 474
0 496 2578
1 579 1826
0 898 1932
0 2019 1461
0 2298 1257
0 94 1696
0 1634 424
0 1920 1839
0 1789 2023
0 1219 898
1 2595 2521
0 1073 2583
0 1321 1221
1 2495 1704
1 1082 52
1 672 2479
0 613 1163
0 1158 997
0 719 1491
1 1549 1603
1 1387 1609
0 1602 1182
0 1771 302
1 650 1612
1 2009 1593
0 694 1690
1 2301 2635
1 2922 1111
0 1352 248
1 357 2817
1 1947 2850
0 2307 2128
1 1578 2166
0 2892 2866
1 1865 1465
0 733 2135
1 684 757
0 408 1812
0 369 607
1 2339 856
0 1213 2660
0 1514 1070
0 269 1829
1 2075 727
0 1133 2043
0 943 764
0 2095 1602
0 1638 2280
0 2596 2840
1 2446 1425
0 1421 103
0 1934 638
0 679 2778
1 1902 1183
1 1972 57
0 1727 448
1 2805 288
0 1747 1312
0 1843 2756
1 206 2270
0 2695 2543
0 2342 1018
1 420 1000
0 638 1450
0 1463 1614
0 2257 1518
0 2906 1218
0 14 1197
1 1223 129
0 2117 2221
0 190 2962
0 719 2344
1 866 752
0 2293 1794
0 1571 1534
0 244 422
0 2853 1756
0 2928 466
1 1083 801
0 1806 1164
0 2082 78
0 2270 1352
1 1309 874
1 2053 2829
1 2645 1986
0 2300 1068
0 759 303
0 1921 1093
0 2512 2401
1 2004 2848
1 1340 1557
0 400 2788
0 1178 307
1 431 1344
0 1656 2509
0 1433 234
0 1316 1299
1 567 279
1 1641 2404
1 2656 2692
0 1239 767
1 119 1542
0 1503 2082
0 1931 1883
1 1245 37
0 1335 756
0 2451 2017
1 2394 2104
0 1994 539
0 1259 1968
1 2343 78
1 66 1045
0 1211 907
0 1879 710
0 1974 338
0 395 1416
1 95 2830
0 314 2386
1 2821 2029
0 2348 1947
0 138 1188
0 452 1400
0 2535 1457
0 92 2363
0 2195 2670
0 2632 524
0 949 171
0 1292 1448
0 1356 2316
1 1436 1384
0 348 1903
0 1534 1370
1 2657 2034
0 1224 1712
0 1695 1475
1 138 2997
0 2483 231
1 2109 1090
1 1274 2052
1 2577 1228
0 2772 2251
1 175 659
0 1290 1549
0 510 2854
1 671 2432
0 1500 1632
0 1344 1393
1 2502 2832
0 1623 2202
1 2104 2922
1 1348 1003
0 1094 429
0 124 2788
0 115 2857
0 2759 361
0 1428 588
0 882 2728
0 2565 1162
0 2094 1506
1 283 2844
0 2934 743
0 327 941
0 1161 1701
1 2539 1579
0 478 1129
0 180 2815
1 2932 803
0 2978 1591
0 23 245
0 774 983
0 209 2741
0 856 2962
0 2821 1411
1 2184 1922
0 2752 2682
0 255 457
1 179 2810
0 1070 2317
0 2593 417
0 1230 424
0 2055 1439
1 1154 43
1 339 2286
1 1433 96
0 1608 621
0 2082 1971
0 2733 461
0 2331 60
0 1659 2154
0 2663 252
1 272 2261
0 750 892
0 91 214
0 2730 1680
1 949 171
0 2073 2505
1 2980 2530
1 2675 2049
0 1409 1348
0 764 1417
1 733 1978
0 1187 2868
0 894 83
0 2827 567
1 61 2032
0 2844 2804
1 2693 2947
0 909 287
1 2646 1982
1 2943 744
0 2820 939
0 1612 406
0 2084 697
1 116 2262
0 1534 1417
0 2988 2233
1 349 499
0 613 63
1 2231 1340
0 2950 1427
0 416 651
1 26 864
1 2282 2288
0 223 1796
0 2431 2909
0 2869 1420
1 1904 2526
0 502 1883
0 1164 1092
0 682 1929
0 1183 603
0 939 282
1 891 134
0 773 1906
0 1024 1246
1 1292 2579
1 2520 484
0 1555 1665
0 268 749
0 850 128
1 1793 2184
1 2558 1028
0 2605 1142
1 2726 524
0 358 1686
1 1960 1946
0 1917 2705
1 2769 1586
0 1320 2455
0 916 106
1 1742 650
0 1857 2139
1 742 1089
1 1019 594
0 385 353
0 2746 1734
1 2094 2457
0 1491 169
0 569 1388
0 19 2280
0 443 2687
0 1933 2288
0 411 58
0 2471 2908
1 1562 2237
0 1972 1905
1 1445 1848
1 2824 2548
0 234 2247
1 2599 1412
0 539 1278
1 487 2277
0 273 538
0 2999 2760
0 2915 1547
1 2237 418
0 2063 219
0 387 2269
0 1587 2781
1 436 2344
0 161 153
1 452 1400
0 870 2008
0 1630 1582
1 2456 1995
0 1241 2392
1 276 2705
1 1602 251
0 2374 962
0 2809 2417
0 2758 1793
1 1727 448
1 2101 1588
1 2363 1524
0 1721 1088
0 2678 433
1 1239 767
0 2937 1245
0 2768 1060
0 605 2847
1 75 965
1 2890 71
1 1624 987
0 2734 1109
1 2974 578
1 1212 406
1 2892 2866
1 2485 1983
0 161 26
0 2086 2956
0 1310 2787
0 2197 2
0 2013 663
1 2500 2809
1 842 33
0 2900 1090
0 725 452
1 1753 2421
0 568 2851
0 1802 51
0 1595 193
0 1600 1233
1 389 1596
1 1864 4
0 2469 757
0 2889 689
0 1033 469
0 240 2125
0 2665 2800
0 2325 2627
0 1007 2735
0 909 2514
0 1410 1992
0 2132 1672
1 589 289
0 2620 699
0 2841 2496
0 1482 619
0 1209 435
0 1480 248
0 508 619
0 2529 2978
1 148 887
0 898 1417
0 799 688
0 981 1917
0 1318 183
0 844 1164
0 495 2716
0 2226 1236
1 2802 1027
0 2014 1235
0 2244 45
0 2509 1924
0 643 1642
1 2095 2773
1 2325 2728
0 2421 1900
0 1206 1926
0 604 286
1 2163 2053
0 1575 2986
1 1245 1668
1 2583 678
0 820 2127
0 2303 805
1 374 2466
0 391 2935
1 1710 1573
1 1630 1582
0 2638 2220
1 2388 1301
0 1509 260
0 2001 2316
1 668 2282
1 1211 1227
0 2842 2781
0 2104 1689
0 1844 1316
0 511 1146
0 2040 2381
0 198 255
0 1459 911
0 373 2481
0 1427 1411
0 680 201
1 838 1613
0 1631 216
1 846 1550
0 35 614
0 1837 2356
0 1920 2587
0 2671 2730
0 491 2566
1 1767 1916
0 1770 942
1 2425 111
0 1243 50
1 1575 662
0 1983 652
0 1993 189
0 1789 1440
1 1575 2986
0 955 2578
0 879 1132
1 1292 1091
1 332 2927
1 2061 311
0 1352 2095
1 1937 595
0 2151 291
1 764 1417
0 1617 1601
0 1815 2613
0 233 2885
0 2790 1510
0 585 1355
1 102 352
0 2584 2984
0 2449 2741
1 241 2712
0 573 1998
0 1812 2838
0 1133 2878
1 1852 2304
0 1383 95
1 238 142
1 1230 424
0 1959 2550
0 2344 968
0 728 2548
1 2371 261
0 2292 2620
0 574 1426
0 469 1298
0 2750 991
0 2743 1357
0 424 1601
0 1730 802
0 779 1794
1 914 842
0 2962 1659
0 1805 90
0 825 245
1 1040 2475
0 519 185
0 2224 965
1 2868 2679
0 1204 2458
0 270 1816
1 1401 2655
1 2117 2221
1 601 2151
0 328 26
1 1034 1528
0 957 914
1 476 1039
0 2384 1698
0 300 2592
0 754 1135
